user,venue
27882,6881
41376,9615
104310,3449
207905,1283
59283,31813
29575,6732
195669,1082
81824,13101
47111,42775
33450,452
1002,7
96945,15707
266532,106
105848,39
78645,239
177501,6293
51445,64971
54395,25
59796,1119
53230,17779
34832,1393
42404,47
51957,43558
233025,3184
50343,6808
166135,9611
214716,1636
1002,3923
229664,422
230811,1221
11306,998
24973,21324
263042,1418
29312,7913
243139,5608
44483,639
45010,60031
49029,13912
22683,5744
43440,1177
209734,6684
38956,69
65853,59059
59283,16607
30477,12018
13130,1109
52118,4145
108636,6293
49807,65112
45720,25695
48350,10026
140534,1214
45720,17607
14783,17415
44810,356
8146,7723
38448,17835
98756,1086
97363,7107
58856,10584
73565,14265
14455,28002
21380,57674
11206,186
104352,1302
214471,899
180959,3591
44226,22214
556,17741
15627,1268
20423,349
256434,5409
17034,1759
73976,12991
250094,602
11571,733
17734,9772
11075,115
34872,18222
81824,1271
59283,98
4154,13927
48637,2778
33450,47404
18562,13283
56139,1692
38431,29422
51148,17297
8756,49766
202050,4556
117135,4725
18345,42705
236265,1246
198227,83
29366,5389
17874,75022
22239,492
163156,226
45720,12159
60046,16364
65308,13815
31163,13459
50664,50168
173878,1477
17034,61132
17734,28039
61683,31901
103741,466
43127,28788
36055,44441
104634,262
14455,17677
13173,1008
263042,1546
3967,1268
94014,9821
287,36
74134,25353
237785,7664
74111,103
50423,564
39836,15743
25844,23209
31064,1495
140150,1248
88105,51152
31594,9263
133970,5606
92532,15892
133,47339
25039,4829
18345,7583
62274,1035
62068,22366
98821,5212
41376,21833
89566,68829
57992,9772
238676,3298
106855,1448
42406,4696
159682,7999
15598,17341
17374,30863
23408,7796
46123,53848
1416,5899
231211,8674
184931,5123
51939,4934
47111,577
13383,11637
25472,1201
21214,8613
75858,602
31322,5455
18406,19674
15275,17415
237785,1152
44226,136
25571,564
130681,2988
55316,5661
4463,44078
207123,1228
153503,1965
45534,473
88434,676
146485,7909
29123,4462
58856,3521
49029,13912
9320,16953
149253,1271
235647,1119
124076,1867
80552,69525
13356,19518
209553,104
45533,13261
61109,25
11466,30515
1342,29079
210809,7079
27882,1501
79988,12991
1035,9436
18151,8953
49812,254
17238,82634
171559,984
186359,1331
108636,1379
264033,3557
175516,1326
149253,1518
66227,26921
42437,15551
183355,1323
131,108
19066,15146
1317,6023
66148,13174
19762,13016
204517,1446
67297,325
114319,1483
17238,82634
53706,10835
45720,25791
48071,16983
99922,9335
63433,2967
34355,768
266532,1918
8959,15577
128912,9675
21148,6614
21496,98
2637,12542
51445,64971
50641,10074
143004,371
69093,7723
29921,8334
76657,3227
159682,564
105,15139
43130,41681
1509,74896
18213,699
44309,27966
139307,4987
41376,13624
429,12347
49766,69282
38701,12458
77380,72714
18213,9652
16535,29952
2348,1992
62536,15153
235647,8491
29745,28783
69788,349
129977,5123
69093,7723
32824,1152
17023,7594
10675,13745
159372,158
88331,13929
68370,82441
53203,16254
130314,1663
17141,20329
130681,5055
11367,22366
59959,5222
45720,492
96032,13927
22495,998
4241,1106
119019,1497
44647,19954
45808,254
20537,50239
68370,4462
17516,44321
21380,1499
20640,7663
4167,1268
158442,104
34832,22463
50713,39242
168813,3862
13999,17698
32939,337
167730,5792
59283,29937
18568,1209
31251,26051
191295,1149
55716,632
14119,6224
45720,13661
9911,575
54073,12252
61185,35866
8561,39
238676,423
38407,13634
120193,7445
64175,10324
106704,2398
2442,28614
60486,1307
111375,3462
250753,2575
24672,12347
27775,21795
188400,1291
77380,72714
43734,15133
6359,11252
556,114
24915,86116
247274,7267
9409,36707
17982,254
204577,1458
258663,102
20640,1307
99922,78624
38456,29948
61060,18
59283,899
48044,7
14838,4529
29312,7913
18863,69215
6318,382
25321,11764
82113,189
51957,64674
101206,9772
173684,2312
15206,14816
1731,23049
28202,13284
178067,1769
17023,11872
112676,1038
83935,57328
68370,6565
1106,47
7067,36
24973,21324
59867,13141
31971,21967
111375,1778
243208,337
22658,7633
109481,3938
45720,639
88105,14924
144261,1818
59931,11954
22000,17465
30526,68829
247092,1451
69788,3277
15247,22366
11341,6206
32939,4561
98756,7
36661,65095
216811,1341
115700,9611
6318,9953
204517,2103
37934,13575
8767,395
50620,4671
237363,962
131875,1918
183665,1314
111375,1778
11306,21476
38005,68311
224242,7445
42283,15071
31971,1717
23248,9762
17476,23596
13283,577
4787,874
108636,3747
24915,81766
65514,2606
24772,1477
247092,217
50503,9204
59283,16983
132803,4156
13880,946
38005,68311
43410,6999
43293,6434
81824,5991
63432,577
91070,35085
198847,1407
86038,17741
7860,88
28102,11362
24506,9497
45720,18191
8952,25753
20423,4934
84851,21451
22335,10947
133970,411
12542,15743
77428,309
181505,1363
49464,16905
45720,25883
265643,1375
65166,14188
25807,26051
77584,21841
196173,1352
38058,3412
21380,1499
233025,1783
118709,1612
16498,44441
29466,523
59672,5918
11315,27033
73976,29758
34625,4933
39371,1143
37676,8041
241124,1374
39836,15743
2605,15608
8952,39242
21501,9953
4646,3281
88996,17228
58220,1002
24468,21343
34119,22715
3793,49621
31163,13459
25321,6518
34460,49484
57981,4987
18151,35942
37459,148
56139,8625
50631,7097
148377,518
133970,1509
83904,945
103741,7203
17238,9209
16769,84972
10675,1222
39836,15743
52005,3306
22601,20077
77823,12196
107530,9945
48016,5515
237070,9262
16602,11717
14543,15475
224128,4482
17374,1486
20423,1393
17454,10256
17734,35216
2442,113
230811,513
41778,7
62722,23014
19762,11856
57581,57918
83904,83
17238,9209
248690,2132
12215,12263
250753,1346
184931,767
32514,13231
77887,851
31903,1363
16498,11635
217167,161
73961,16859
65309,424
25624,25376
32939,1486
38456,14066
59959,5222
224128,1495
128912,37
48083,26191
39105,42719
145611,105
20018,31133
81157,13016
27588,578
9253,1473
29193,99454
57014,12575
181660,4156
17734,12719
142939,1166
135030,1723
13880,14265
146485,7909
82113,21841
80552,29816
62935,78081
133970,411
29921,1483
2211,9945
148837,1554
30961,21455
5067,3184
22239,492
15416,29212
90175,27102
5067,602
48083,1332
28946,13359
18542,28999
27483,13235
43410,1165
21605,11485
91070,35085
21380,71112
61109,6293
2442,16377
172476,1008
20423,21545
46697,15599
213188,1283
18568,7557
49029,13912
12394,21157
8952,1279
224544,1686
34323,8164
235647,1107
107580,1205
37676,98
48083,1332
198847,7767
25571,4734
148605,1168
176753,1419
243139,1949
139608,7551
106855,8334
14175,11792
42676,10289
233025,9263
148828,7207
99922,78624
2228,23209
178067,4326
120193,3821
48161,74896
51375,177
78141,6205
222469,1411
91070,22218
39371,1284
15137,43579
25627,1428
1002,11954
55716,1163
235647,2455
28031,123
58953,4156
172909,2515
23487,14816
51957,32536
80552,69525
670,25597
204573,21
25807,18222
38701,774
77380,72714
43367,7051
57981,17795
54718,1109
8988,4829
135690,2155
101206,552
12916,884
50503,22218
174167,1439
55716,1163
14287,15856
132572,5906
105848,1526
73976,1363
1834,577
38701,4912
31898,70246
213188,1839
47260,53213
201683,8334
173878,2146
49522,17199
181644,2667
230811,564
5742,20077
224175,271
287,7206
182169,2182
49766,1292
104832,4735
39836,3326
215301,1633
154106,1336
51445,64971
21380,13359
119217,4196
21820,12055
237785,1154
1106,68935
58953,31748
27483,14582
37565,77
102271,1606
118709,1257
17734,28039
61583,12067
18596,32374
108636,1918
51957,43558
43905,11954
144261,3624
204573,5389
59122,29121
99922,41
135690,3167
59796,12496
262494,2675
49391,12214
32880,11954
10503,3184
11466,1211
133970,5606
12736,1101
103741,575
19732,11616
49206,77986
18863,12407
146467,1984
17982,14265
45720,7999
18151,6602
670,12493
191755,9684
133970,1638
119217,1345
204573,3509
25886,5744
30961,81816
83069,133
6411,769
5067,4156
42025,13307
50202,21817
224544,3705
59796,14197
103726,3287
14141,1279
45720,653
33575,125
77380,1484
90814,22424
25624,16148
18596,32374
149874,5515
73518,81254
44309,27966
25110,578
156694,2919
49464,12494
250048,1654
61245,17698
239426,5139
59959,5222
67735,13468
53230,4156
130314,1518
120193,1622
35270,419
184931,2868
31898,70246
133970,1732
68370,16625
31903,998
249013,1894
129,13394
48637,19178
38058,36314
69093,7723
140534,4506
4407,115202
59867,23124
54405,41096
93424,24222
18406,5744
51957,43558
91070,22218
39836,21795
42937,23049
104627,1202
11306,111
6243,11259
159372,5114
154689,8198
18406,36
241131,1842
183760,1155
204573,946
14543,21817
22495,10818
2228,33123
81877,30941
104310,4472
45720,25791
3793,4434
86797,792
242789,7164
35378,24845
13999,6251
48639,1492
59796,21547
150025,3609
15515,11173
71476,17032
62603,14265
56620,49254
130314,1663
71290,17405
57014,6793
198603,9727
262811,1199
57736,423
158446,1399
202998,1375
27483,13235
104832,156
57473,2028
22982,14602
31903,1113
149253,141
75708,1016
48161,12751
158275,1502
9409,16126
249013,1615
14543,57918
101206,3065
36055,91
53219,21124
65107,31027
64175,10324
25336,8046
209734,1535
9320,1043
130957,1007
150025,1437
1010,98639
9566,4506
27198,13307
94175,39242
47699,7677
11535,14801
37676,113
98568,12246
205245,5892
130681,1392
198847,4725
126257,262
239013,792
72800,11094
125990,2619
20423,21545
2949,125941
14945,68935
59796,12496
24672,12018
247092,1235
119448,226
141970,1991
217270,1798
47596,20969
1002,9307
44739,12196
30526,1233
34323,8164
39105,13232
39836,15743
49255,30746
58856,23765
68798,1542
96231,11259
38272,40886
132611,7044
33330,11855
8952,39242
50713,9111
50134,20779
59959,5222
52970,1759
59369,1596
83069,12252
224128,1476
39105,17405
181660,2062
20640,6602
44213,14969
2379,34938
85579,4918
26442,7482
29320,7627
143431,1126
39836,15743
83935,57328
133970,411
48044,1043
241131,2183
13850,97287
1338,9263
62189,6238
47895,65536
59796,11998
22495,13525
206777,721
31322,18063
71553,8204
46901,15061
20423,11134
138109,1222
154106,205
39802,12818
117498,1101
73518,13073
178972,1063
69093,523
38272,21291
73961,13897
24672,111
99922,10073
237785,1514
98314,25
19387,1497
51445,64971
52230,17697
87602,1164
49029,13912
201683,1991
10530,167
59796,8515
35730,449
7461,11819
144261,1818
81824,1271
18213,16148
836,355
142669,3521
29211,98639
8952,39242
90814,21861
71476,9526
28946,2967
34323,20183
59959,5222
36058,4532
37676,98
138109,7267
152667,1284
250753,2995
250048,1237
45720,13233
26622,29577
34710,4472
1106,12996
235647,1107
5159,186
59668,985
107110,3167
14466,8606
18345,42705
61583,12067
38431,1002
20423,349
58900,21638
104627,359
29921,1002
204573,1995
157966,1323
229361,1445
111375,1778
45379,1179
194220,1311
44889,20329
170,514
24468,29635
133970,1509
119217,1082
133970,411
221886,6467
33450,7796
29831,1379
52589,266
99922,78624
201683,9718
144261,1818
8952,1279
209734,4156
115260,679
51957,43558
86519,72714
201683,328
5484,14355
230811,1111
54389,51304
53203,16361
170559,1374
45534,19182
51957,43558
86519,51813
47859,23596
198662,1374
42676,20497
29229,1376
14765,16881
1042,1481
32939,7524
14287,82051
44026,50168
10530,16699
121273,2062
43293,442
224175,1801
48161,9298
33862,31853
41557,20622
80503,12901
53430,27311
91102,1008
19732,18388
26729,1542
74134,25353
3744,47
14945,1535
90814,97705
185460,8604
47699,51391
8013,10543
91774,11655
195588,4532
115882,5973
1768,16875
204573,3509
112549,938
9171,14969
45063,49111
134677,1379
25886,609
25624,10719
31322,12621
48044,7
18345,16574
222603,8603
81157,11114
12215,12328
228205,1194
2442,30746
32824,933
57981,59059
19941,21817
32791,3281
645,1219
8388,554
14765,21795
11571,355
129680,3298
34710,4472
51445,64971
235830,5221
45720,12496
37565,908
210809,2008
87196,1484
11947,696
13501,21833
229361,1376
73976,29884
121056,564
71985,11664
39619,612
80318,6602
15712,1574
149874,6222
76531,10543
1416,317
142512,254
83935,28279
198603,2799
235647,998
46697,4461
193339,1683
36202,63
49522,13463
30849,6793
15263,19808
19387,1497
45720,25791
20423,51152
111375,1778
91070,31052
82252,2452
205245,104
2972,9474
144744,4482
121676,63
62736,39261
233714,1404
36073,12621
236265,162
36202,1193
9409,38932
48197,167
31106,20533
29575,31822
39252,98639
50503,13073
17734,23119
8952,39242
49522,239
56139,8625
3967,10289
1193,5867
20423,21545
39766,26051
9769,44078
14506,25864
15416,1283
43677,1407
45606,13774
48224,1316
249013,2705
88434,1415
87874,21677
136058,1168
133605,4461
29415,5918
6243,788
8388,36438
132803,4156
23408,42728
24973,42406
13999,24321
196173,7535
2072,88
32824,563
4546,148562
4154,142
25624,33652
106704,2575
213188,1828
37676,205
65308,16506
8388,122364
106704,2624
78151,23553
166876,156
42937,4513
10675,1193
163156,1125
288,21455
133970,411
38058,4626
16654,39242
20092,5054
31163,13459
59796,5575
24672,13261
149253,1817
1627,10965
16474,16331
29320,45067
20423,21545
38448,21324
78151,1091
54428,6614
138109,177
51468,172
4403,11872
147510,769
1834,8698
18568,14265
129680,5918
202050,1312
147510,1227
4167,15323
110734,1029
163008,6861
250753,1625
23228,1498
17730,105
53938,528
25571,11104
61546,11137
68691,29092
38456,1354
129977,749
11367,3218
62935,82419
126257,8334
169728,9307
21501,1495
15247,9652
18562,16671
10012,1535
60486,63
75708,10489
68370,82441
149548,1262
14141,12691
53523,12468
8388,1508
43198,21345
6665,4549
39836,10824
224544,2619
30245,1223
143004,1709
7366,4734
69614,2991
133970,411
40642,1158
184931,1995
29229,4429
228205,1363
97363,229
247274,751
84851,1008
34625,3923
69179,1282
242978,1734
4407,9264
87557,12282
33989,73254
253922,549
48044,7723
23487,14816
93386,6468
8952,1279
106704,2398
13799,3526
135368,3575
181505,2732
212835,1106
45533,1425
184931,108
148605,2307
257034,1097
121676,2166
72,4283
52992,57145
13836,578
12726,59
56139,8625
6998,9335
29211,2634
2228,829
93634,4918
77584,13675
47211,10824
49464,12307
43136,33149
263418,484
126257,3219
18406,17779
12611,695
59796,21547
120193,1261
14543,57328
130314,1663
79642,5606
249013,2347
39836,24407
1251,38551
112676,1078
247092,1361
2033,14327
39836,15743
129977,1194
152667,1284
41751,492
9769,1163
15247,1441
85787,17692
27882,26324
58774,1394
148897,4435
49255,161
249461,476
181660,2272
29211,98639
8388,17697
49702,27031
23524,33672
51445,3184
31251,13872
2228,829
122123,3556
8146,6999
16654,39242
17374,25751
79142,12149
56608,4731
38005,76554
17238,9209
124076,3582
48133,17879
200187,7583
96032,17216
70839,1186
60486,575
45720,27553
215619,7521
79486,4878
25627,1201
21501,7723
1338,408
59796,11998
6035,9945
36242,18411
52086,2967
85270,56534
57581,57918
91070,35085
154221,74
25627,442
59959,5222
60486,19206
142268,1212
77823,11681
20423,51152
20423,349
2949,125941
45063,12042
5159,16683
60486,18014
11067,8228
125990,3045
193339,3306
48071,39253
2033,56898
49702,4843
31106,13115
89570,8046
262559,1031
14506,25864
10244,8135
17238,9209
59396,1574
34460,512
132803,4156
115700,109
64526,5577
72909,16626
207123,7207
73976,1086
21380,25562
20018,358
27775,8061
54428,64
86038,222
50343,9108
151351,1211
249013,129
132572,7578
46448,47247
32738,37238
86519,72714
251553,5216
65107,14859
21389,9611
17171,48
154689,8198
2637,16126
1513,189445
60700,11362
37676,205
1010,13359
4279,1179
260356,4549
77428,4879
133970,1162
48071,47569
22495,14923
756,186707
32939,122
185460,417
133605,1554
20994,8713
6318,9953
13356,1107
198227,7992
13999,12621
46513,3184
16535,1284
150051,7616
39178,16542
28880,21677
21941,17983
13850,10841
17023,12368
73449,17871
53759,31949
4373,6251
105313,1246
29366,10334
11367,9652
1771,26797
7224,16364
48276,679
170,2578
5833,10604
55716,1163
38407,12991
38431,1363
163008,2654
64175,6224
155760,315
5566,4389
24794,7999
46123,53848
34625,38137
15247,51813
48637,52719
11418,14327
1319,13264
51957,43558
146485,189
255138,1483
45533,8224
8330,169196
112676,1331
8663,11764
41557,98472
10675,17297
43198,13463
86517,14889
144266,1808
22896,8652
16474,669
31943,95612
58900,3423
208452,1352
45958,2322
81157,86
16498,44441
52086,27315
32916,16324
181644,5727
1562,11355
22495,11178
89570,10765
25886,17323
68496,531
8146,10824
12542,899
83311,1211
73961,13897
32939,19646
136058,1168
125990,5389
52563,28783
184856,5906
142669,581
15515,423
54847,13041
58774,31973
19762,111
79988,591
150934,4156
20423,349
209734,4694
150863,1221
90814,22424
78151,23553
181660,7207
247092,2593
61001,35101
181940,1111
241871,1378
99922,8334
83904,4625
60893,18176
207922,1163
20423,11134
48197,2623
57581,57918
135690,186
51341,21235
29415,46
59283,7521
22365,482
50223,9821
121095,6999
57437,3246
39836,15743
24436,10904
227401,7599
28102,4561
50503,23136
31898,9305
34460,886
109481,5214
86038,10947
8132,7999
45534,17569
233025,1299
27538,14143
47699,18014
43577,12139
1826,63
45720,155
158442,6313
36073,4547
53706,1152
20994,17835
70618,14228
40332,53814
54718,40886
42029,17697
88145,39261
13799,81976
48083,26191
77380,8616
15992,28322
190815,2623
204573,3509
13999,54044
12215,12328
645,11884
36865,1193
48655,11945
225770,1363
2605,184152
35819,15692
39836,15743
256434,5409
78325,7818
2228,12903
95346,48
27483,13235
15247,915
252332,177
32939,4561
145413,2379
151828,789
97107,72671
63239,51231
47699,23989
17374,25751
266532,1918
14141,17698
25571,13015
20423,4934
107530,102
11372,431
62722,9264
210809,6514
61583,15176
29320,79541
134644,1617
230376,2237
15247,13589
9171,43795
40407,29828
50631,7097
256434,5409
61109,6287
34460,8491
43577,8115
44309,12149
26201,2967
133970,2804
145413,2379
1342,1497
17726,925
134677,1553
86519,10436
55911,12773
265904,1407
130314,1191
83069,28929
38491,6206
154010,1049
201445,3044
40642,6205
188400,5426
48208,492
136356,1226
22531,14015
116148,21
145413,9615
145611,7203
15992,14425
86519,45155
32738,21558
10909,3184
144263,1476
58856,71745
8767,25
11372,6206
10675,434
16049,20969
36721,14854
56697,33675
24973,42406
47505,35085
41557,20622
2637,59566
18345,42705
670,5769
33264,955
68370,82441
10565,845
207123,3497
45533,11055
167485,289
17387,13682
13852,13983
69593,14265
62792,13446
91070,35085
54405,41096
47211,57168
7067,6293
149253,1564
42667,1602
219658,8266
45533,27966
14838,229
154317,3232
23003,14253
29020,1157
59796,21547
181940,1203
47260,98639
36242,12865
59867,14197
128912,1049
41557,20622
15595,192
44739,11259
96969,308
37459,31949
2949,71112
1319,47569
68409,1201
73138,12268
46450,10784
44739,8223
48224,3184
53109,82328
230811,4853
45720,6764
26197,9934
168483,788
51468,19669
134304,1492
144744,1223
32514,11956
15397,4156
18345,42705
28196,575
1627,8135
91774,19393
224128,167
48197,8041
199027,36
105100,1535
21380,19346
52563,11462
50631,7097
20397,16364
101206,474
28946,11902
18213,3923
36758,4
48637,12796
68496,12067
79452,14945
1267,68216
135690,162
249461,5181
59612,8713
836,9436
34625,5325
2772,5705
133970,411
68370,82441
8146,7723
210809,4815
80552,29816
130314,1663
2374,105349
217167,6112
670,25597
256098,8065
70618,46763
235647,6506
57981,39375
184931,2861
48655,99594
50489,12496
51957,22351
193073,6287
1042,5965
31106,24518
25321,7749
11306,11635
145611,2967
158275,2868
8013,30986
60211,13519
17435,105
13799,1031
40407,1691
43577,11637
13298,13699
53938,10383
165056,431
68595,1008
8132,21324
41376,42725
82263,26191
38058,42
76627,18222
39371,8706
3793,11114
149253,131
48072,8698
27184,29828
10503,81254
17238,9209
131041,6635
68697,54044
208163,1744
179607,6732
11315,27033
12542,254
25948,17626
51445,64971
20092,602
144261,1818
24794,7627
133970,1509
23172,14801
25041,45393
80487,15876
36514,11927
181660,1162
24436,908
55358,28039
31898,13897
66456,11362
2874,14501
2209,7924
73961,13897
63432,7332
21881,1691
112676,1331
58758,12222
48637,812
28202,20071
24506,13521
23264,23773
72943,66938
195669,2791
136058,578
19863,7677
247092,1378
68496,75835
23621,3184
11206,985
106704,2398
1002,11171
141204,3423
198603,2799
80552,29816
91070,22218
25321,518
34654,1075
90814,4556
8388,45302
34323,81616
82146,13141
46697,11655
67801,17698
56139,8625
230805,5918
34323,8164
58020,18388
25321,15606
17435,2
54718,18222
80104,21476
97744,19837
119217,3167
20423,6434
178972,7203
91070,15936
18151,2562
97744,205
103741,9496
31898,45155
38456,7999
101206,1222
36514,1193
10675,68935
29575,51294
219658,1593
55428,11934
10503,3184
20423,349
45720,16506
180959,1248
21941,26753
54395,10383
110689,915
39957,50239
184931,7079
109481,2286
18179,787
143004,3056
60893,28279
63239,1177
27483,13235
53938,16827
97744,10835
17023,12615
1158,1036
81276,30454
73076,11775
14141,9652
216787,482
107530,1952
43577,11637
46585,42706
116148,5744
21282,44956
37459,11945
77823,122
88145,21455
10675,4561
144263,99
69549,37331
21380,1499
252332,177
57056,10824
132803,1064
68691,15138
241871,2399
31251,4454
107580,1205
29958,472
253922,1103
2228,2887
145611,2732
1771,11855
80487,6313
62189,50314
17730,1363
91102,19178
48682,978
91070,35085
108636,42
136058,8204
45720,15463
21452,35085
59867,14197
224175,1323
38272,21291
39371,851
169695,4415
51957,15743
210809,5054
149548,106
256098,2862
149874,1636
27882,26139
16498,44441
88331,26753
50503,74896
21389,2286
49783,1085
193073,3681
205455,1058
148605,1387
29020,266
189093,1954
21038,21476
16602,26051
90814,22318
17435,16953
48350,20237
19030,602
205245,2166
51957,105
20423,51152
32738,12049
18179,7656
57581,57918
91070,15936
45720,1363
38272,40886
2064,2
53706,18063
36242,18411
13173,98702
1106,68935
62603,2488
38491,17415
225202,3586
80104,1941
105313,4879
1878,3421
43410,8328
216812,1369
44483,578
24506,10225
81824,37455
106704,2398
23134,2
51939,7206
222600,419
48071,47569
52086,15577
141794,2235
11341,40088
43367,9436
748,25753
24230,578
86797,1602
20423,31324
77380,408
159372,139
167485,7325
29301,1744
88785,14023
247092,471
207123,3091
60601,1363
238676,1007
45010,21598
241871,1531
17723,74896
210809,2002
31466,10786
46901,7664
230805,1302
201683,1497
166135,9611
184931,2772
21501,985
47260,22218
29123,417
16498,50603
1284,9953
24915,8228
57581,3446
32939,16962
33583,1707
17730,25
62274,20329
17238,82634
18179,12118
75708,24252
25321,11945
31106,26202
106855,3112
29415,13174
44026,1691
58953,1393
19732,13589
24468,12094
149253,3474
131875,3052
60211,20804
28880,17065
60211,6293
55358,28039
27237,7874
18179,35563
61245,474
15691,81616
199027,5957
181660,2062
46494,7234
34323,8164
23599,3184
25321,14674
39802,25845
51445,64971
41348,197
169728,1732
73518,72714
9171,13927
78151,31748
70618,12346
96032,3266
42437,99804
43577,47569
8988,51152
201683,1635
39619,417
51468,30381
27184,3184
59867,2524
78275,4429
14860,76187
14506,5614
7648,926
263042,1415
38261,5637
38456,7999
237363,103
48197,1492
60211,12799
154106,205
196173,7107
241131,7723
42025,564
9911,575
255611,1485
47596,4556
36514,11664
106855,2062
132803,4156
41778,46034
17476,1602
65309,21841
1193,3347
55716,14435
20714,5918
42667,9436
47699,41839
83935,57328
85787,7203
108636,3747
189342,7723
201445,3044
46697,14905
68496,27274
2022,168672
250048,7528
18345,16574
152667,1233
46494,851
96795,16103
33575,12561
130314,1663
260743,142
20423,23374
86698,10408
6243,1209
38133,14577
29020,71486
748,19393
7366,1155
25336,4821
44483,15139
8561,6261
199925,1137
28925,21455
38058,5729
77428,18176
50267,23209
98568,81357
19408,23124
154689,77
133970,5606
251235,1716
2072,174218
141204,1092
49161,4705
46697,675
58953,5622
82113,31167
30849,1771
147509,9561
88973,20445
75708,1188
88785,97287
1042,4454
106704,2398
39766,17698
204573,8223
198662,1554
24230,23765
86038,15964
32238,16119
191095,7798
11418,9431
29301,20183
36881,655
61683,44441
21380,1499
44810,7206
50343,37238
122760,1095
224544,1003
69093,7723
107580,5622
49297,721
88331,4869
34625,1407
68409,356
98568,24874
46513,1498
61060,24233
181455,8125
13384,17031
222158,1279
33330,11362
224531,1006
16915,51152
51939,6381
14716,1049
62189,7797
56139,8625
27184,13145
25438,5769
120193,1275
28196,28929
11947,21291
79988,68935
17171,3912
66227,6251
70618,85008
34710,4472
235080,1221
43127,15608
157966,2884
133970,1509
15495,1428
49391,958
36138,31748
147677,2132
17034,61132
183355,1394
69093,1035
5067,4156
10503,4448
43127,12833
27483,28285
40407,26753
17723,1407
132611,328
256434,3185
8388,9239
106704,1362
148377,8162
53930,4987
136058,1146
79974,15692
80503,5874
237785,813
11571,8025
80552,24141
43850,612
209734,262
29301,382
77823,122
178067,4326
211609,422
37676,1691
213351,1839
27882,9223
49255,3231
53109,13359
33862,31853
20423,349
1106,654
133970,411
23408,47569
249461,476
58900,81816
59867,2524
103726,1521
59959,5222
34710,12052
71000,4156
256415,534
70202,29092
30955,6907
204517,1264
8952,39242
85609,7627
18345,16574
22896,10216
32880,11954
39371,8133
82569,1192
238676,7528
20423,11134
41751,16059
50503,60031
129977,1446
224175,7913
204208,1794
61583,15597
43734,15133
224128,1725
45720,6764
28031,12572
110949,2008
13880,11954
40599,15139
34323,4318
14765,21795
21076,1188
201683,1506
62736,4839
222469,7016
51957,43558
59959,5222
93424,24222
29320,13028
12542,2577
46145,31047
31106,26797
211167,1188
2637,3224
21380,47026
23524,17698
62722,12561
41376,13624
48197,23187
30961,7455
47699,11956
14934,29705
100409,6488
2228,5377
108636,3747
133970,411
13895,11259
39836,29636
38456,29164
105848,1038
20640,13904
235830,5221
76657,2524
133970,464
24518,11792
238517,119
99922,78624
54405,41096
15584,7913
219604,632
30477,21455
228205,1553
19387,1497
45379,549
1513,6293
74134,25353
157966,1323
76657,86029
7224,3557
213351,2828
18179,1086
148897,1163
48197,1376
139307,1407
29123,13607
208452,123
233025,262
224242,7445
59122,57043
12194,4879
44739,985
57014,15139
231094,2183
61567,6251
85579,596
240799,2132
255138,4305
24009,38353
216812,837
51957,22351
6998,11872
30718,12298
40536,17741
38456,7999
22896,10216
184931,1188
17238,3624
52118,4145
2637,768
175516,9209
50713,75007
39279,177
251235,1117
27483,12407
52563,31112
250094,1247
27483,13235
48637,56898
262559,6375
56139,8625
21214,46904
25336,3184
57992,14254
29031,26051
31064,22366
14543,2778
45808,29635
222600,6894
83904,5004
87557,24943
264057,1346
22259,17689
1338,13231
38407,639
68370,10302
61583,82441
21282,318
1193,1486
99922,5637
259721,1237
78645,239
54949,39242
50267,29259
133970,5606
47699,1219
98753,99891
34887,68935
31106,20329
21148,6614
144261,1818
59796,21547
80487,10824
22683,33905
17574,6287
98568,26754
86038,1086
34018,12346
222603,1866
9218,19734
1513,36092
9253,139711
35730,45393
238676,3113
18179,147
8013,6856
62722,23014
13880,5744
58220,21831
60211,239
20537,3218
186359,4156
55316,10965
63386,16439
230376,2237
19762,12903
133092,1307
112676,1331
54289,34596
29320,14494
25627,1428
78151,13525
39836,8713
670,52205
147338,1483
1106,125662
15828,44353
72909,177
139307,245
46697,13093
12991,2
138109,2084
104634,2312
247092,199
30961,78902
181660,3457
1513,3184
26289,11902
241871,4408
5748,7557
44309,27966
92584,578
39105,14188
68496,27274
45063,5886
146757,1325
3967,30415
9527,3521
38074,985
4655,145078
230811,64
61060,36767
45619,10235
1731,7913
225202,1392
106704,2575
13999,12927
235647,1049
69093,1492
224128,7107
108636,1433
202050,1118
47505,21598
52984,12577
96032,17216
60535,10543
152667,209
68295,8702
222298,1291
27367,23375
45063,69215
42025,11259
52984,37557
18345,42705
2358,38668
38407,10786
19941,21817
204573,8223
120838,205
2856,7519
34575,278
259815,1426
31304,1155
112676,662
6243,502393
29638,7535
21380,28154
235647,178
181505,1768
83935,57328
241131,677
52025,38752
11466,482
6278,74896
25321,497
171647,1375
27483,13235
55617,15551
54459,13589
37934,5918
62274,255
45533,27966
237785,545
26273,26329
15627,7319
11693,15302
204573,3509
250033,2232
200187,1146
26924,57328
91513,22268
67056,21598
202050,5918
174905,2235
13383,7079
85579,39242
71236,84972
218271,1231
59959,5222
133092,1307
16474,16331
29921,2772
4766,531
53523,14448
131041,6914
60486,466
51957,43558
149548,1305
49807,47
49029,13912
22683,526
261848,262
9409,4156
91070,31052
84141,6224
17141,205
46494,4442
27483,22268
69093,92
159372,127
91070,12126
6998,124164
75858,1783
59283,29937
51946,127
78325,9854
